[4657, 9]
[4178, 8]
[4108, 8]
[3560, 7]
[4351, 8]
[3285, 6]
[767, 1]
[3237, 6]
[4294, 8]
[1530, 3]
[4726, 9]
[1230, 2]
[1023, 2]
[4087, 8]
[4077, 8]
[3388, 6]
[3372, 6]
[4507, 9]
[771, 1]
[561, 1]
[1721, 3]
[2643, 5]
[1154, 2]
[3631, 7]
[2223, 4]
[2102, 4]
[2131, 4]
[1629, 3]
[3689, 7]
[3077, 6]
[3624, 7]
[2291, 4]
[2662, 5]
[1744, 3]
[4826, 9]
[3884, 7]
[4147, 8]
[4266, 8]
[2275, 4]
[1375, 2]
[4599, 9]
[4768, 9]
[769, 1]
[4529, 9]
[3657, 7]
[2008, 4]
[2270, 4]
[610, 1]
[1153, 2]
[304, 0]
[1127, 2]
[1584, 3]
[2375, 4]
[4268, 8]
[2127, 4]
[81, 0]
[3091, 6]
[3029, 6]
[3849, 7]
[745, 1]
[536, 1]
[4856, 9]
[1100, 2]
[3358, 6]
[2727, 5]
[2622, 5]
[1186, 2]
[1191, 2]
[3050, 6]
[3542, 7]
[2690, 5]
[3343, 6]
[1270, 2]
[3526, 7]
[2236, 4]
[39, 0]
[169, 0]
[50, 0]
[4521, 9]
[1643, 3]
[4542, 9]
[1275, 2]
[2068, 4]
[4833, 9]
[4032, 8]
[4181, 8]
[4517, 9]
[4153, 8]
[3516, 7]
[1835, 3]
[4216, 8]
[2350, 4]
[537, 1]
[3315, 6]
[2799, 5]
[1632, 3]
[2723, 5]
[3846, 7]
[2298, 4]
[810, 1]
[104, 0]
[4166, 8]
[2516, 5]
[3890, 7]
[1369, 2]
[3825, 7]
[1873, 3]
[4162, 8]
[1534, 3]
[685, 1]
[4233, 8]
[3239, 6]
[2160, 4]
[3294, 6]
[2514, 5]
[3219, 6]
[4582, 9]
[52, 0]
[684, 1]
[3850, 7]
[3515, 7]
[358, 0]
[391, 0]
[2759, 5]
[67, 0]
[2006, 4]
[2179, 4]
[3022, 6]
[2345, 4]
[4737, 9]
[2284, 4]
[4094, 8]
[2728, 5]
[4160, 8]
[4642, 9]
[4136, 8]
[873, 1]
[246, 0]
[2720, 5]
[3063, 6]
[1396, 2]
[4047, 8]
[2244, 4]
[1278, 2]
[2027, 4]
[3261, 6]
[1622, 3]
[1551, 3]
[3199, 6]
[555, 1]
[2706, 5]
[2596, 5]
[4510, 9]
[630, 1]
[1801, 3]
[641, 1]
[3527, 7]
[3370, 6]
[836, 1]
[2569, 5]
[2745, 5]
[4729, 9]
[580, 1]
[4598, 9]
[1795, 3]
[798, 1]
[4830, 9]
[2301, 4]
[1864, 3]
[4789, 9]
[1125, 2]
[1751, 3]
[1243, 2]
[2370, 4]
[605, 1]
[3291, 6]
[3188, 6]
[12, 0]
[3720, 7]
[1172, 2]
[2209, 4]
[2039, 4]
[4759, 9]
[3222, 6]
[2059, 4]
[1543, 3]
[2003, 4]
[4751, 9]
[175, 0]
[1656, 3]
[4312, 8]
[4823, 9]
[3211, 6]
[4872, 9]
[1526, 3]
[3506, 7]
[3625, 7]
[36, 0]
[1228, 2]
[3380, 6]
[288, 0]
[3644, 7]
[2535, 5]
[510, 1]
[841, 1]
[101, 0]
[787, 1]
[1268, 2]
[4082, 8]
[3269, 6]
[2304, 4]
[747, 1]
[3242, 6]
[2045, 4]
[3676, 7]
[4535, 9]
[2239, 4]
[3205, 6]
[505, 1]
[2169, 4]
[2627, 5]
[2279, 4]
[1126, 2]
[3134, 6]
[322, 0]
[2348, 4]
[1155, 2]
[3851, 7]
[4822, 9]
[1351, 2]
[1537, 3]
[1290, 2]
[3643, 7]
[2042, 4]
[3130, 6]
[577, 1]
[1878, 3]
[1772, 3]
[3550, 7]
[3821, 7]
[4719, 9]
[4325, 8]
[812, 1]
[1895, 3]
[2079, 4]
[2581, 5]
[2091, 4]
[3146, 6]
[4692, 9]
[4734, 9]
[1542, 3]
[2358, 4]
[3603, 7]
[183, 0]
[2618, 5]
[2049, 4]
[3682, 7]
[3037, 6]
[3753, 7]
[4621, 9]
[1685, 3]
[3754, 7]
[868, 1]
[1073, 2]
[2767, 5]
[1517, 3]
[3087, 6]
[3782, 7]
[42, 0]
[1545, 3]
[3588, 7]
[3520, 7]
[4674, 9]
[3709, 7]
[2770, 5]
[4338, 8]
[2876, 5]
[1776, 3]
[514, 1]
[1090, 2]
[55, 0]
[275, 0]
[2628, 5]
[3665, 7]
[2692, 5]
[114, 0]
[1798, 3]
[2856, 5]
[4050, 8]
[1339, 2]
[1274, 2]
[2783, 5]
[2174, 4]
[264, 0]
[1218, 2]
[1306, 2]
[357, 0]
[3045, 6]
[342, 0]
[1321, 2]
[3183, 6]
[379, 0]
[51, 0]
[3244, 6]
[3677, 7]
[1002, 2]
[1115, 2]
[760, 1]
[1862, 3]
[1567, 3]
[2866, 5]
[4503, 9]
[615, 1]
[3559, 7]
[4707, 9]
[855, 1]
[1563, 3]
[4877, 9]
[1024, 2]
[2177, 4]
[3217, 6]
[2230, 4]
[19, 0]
[2751, 5]
[2138, 4]
[4300, 8]
[3035, 6]
[3878, 7]
[1502, 3]
[1900, 3]
[2548, 5]
[766, 1]
[2272, 4]
[3391, 6]
[1308, 2]
[3032, 6]
[2781, 5]
[213, 0]
[4052, 8]
[1060, 2]
[1244, 2]
[1617, 3]
[2711, 5]
[2200, 4]
[3504, 7]
[1683, 3]
[3807, 7]
[1082, 2]
[3210, 6]
[2222, 4]
[4288, 8]
[1550, 3]
[1701, 3]
[4628, 9]
[4791, 9]
[4029, 8]
[1291, 2]
[658, 1]
[691, 1]
[2309, 4]
[4704, 9]
[215, 0]
[4022, 8]
[397, 0]
[185, 0]
[4028, 8]
[4133, 8]
[74, 0]
[2532, 5]
[2894, 5]
[2264, 4]
[3769, 7]
[89, 0]
[1732, 3]
[2726, 5]
[4774, 9]
[1097, 2]
[1177, 2]
[1826, 3]
[1370, 2]
[670, 1]
[3026, 6]
[2771, 5]
[3775, 7]
[2702, 5]
[1286, 2]
[1856, 3]
[2868, 5]
[2737, 5]
[389, 0]
[1842, 3]
[728, 1]
[1684, 3]
[4804, 9]
[1336, 2]
[211, 0]
[1050, 2]
[4518, 9]
[44, 0]
[1038, 2]
[4336, 8]
[662, 1]
[1719, 3]
[3267, 6]
[507, 1]
[3786, 7]
[4772, 9]
[4235, 8]
[1150, 2]
[4630, 9]
[700, 1]
[1827, 3]
[1213, 2]
[3121, 6]
[3298, 6]
[2665, 5]
[1635, 3]
[2598, 5]
[3067, 6]
[2804, 5]
[340, 0]
[2253, 4]
[4807, 9]
[4128, 8]
[1805, 3]
[1586, 3]
[4684, 9]
[3860, 7]
[2154, 4]
[3900, 7]
[2164, 4]
[3137, 6]
[367, 0]
[3095, 6]
[848, 1]
[166, 0]
[2580, 5]
[2621, 5]
[2539, 5]
[135, 0]
[1850, 3]
[3765, 7]
[3142, 6]
[2356, 4]
[4009, 8]
[4278, 8]
[3123, 6]
[2880, 5]
[4792, 9]
[4573, 9]
[3865, 7]
[4385, 8]
[1113, 2]
[1008, 2]
[3126, 6]
[2192, 4]
[23, 0]
[827, 1]
[1045, 2]
[2611, 5]
[875, 1]
[2073, 4]
[131, 0]
[3014, 6]
[3363, 6]
[3805, 7]
[1740, 3]
[880, 1]
[3186, 6]
[1762, 3]
[553, 1]
[3817, 7]
[4184, 8]
[2790, 5]
[3592, 7]
[1707, 3]
[3185, 6]
[1037, 2]
[1219, 2]
[2071, 4]
[720, 1]
[1234, 2]
[4096, 8]
[4682, 9]
[3007, 6]
[1247, 2]
[2126, 4]
[2010, 4]
[725, 1]
[3324, 6]
[4611, 9]
[283, 0]
[2715, 5]
[3345, 6]
[3342, 6]
[1523, 3]
[706, 1]
[1693, 3]
[770, 1]
[40, 0]
[562, 1]
[4003, 8]
[3722, 7]
[3564, 7]
[547, 1]
[1311, 2]
[776, 1]
[1162, 2]
[3008, 6]
[3802, 7]
[1722, 3]
[2509, 5]
[516, 1]
[2161, 4]
[611, 1]
[1033, 2]
[1583, 3]
[2700, 5]
[2629, 5]
[1080, 2]
[1202, 2]
[4280, 8]
[2294, 4]
[1592, 3]
[781, 1]
[3109, 6]
[4513, 9]
[632, 1]
[4210, 8]
[4884, 9]
[1831, 3]
[2763, 5]
[1661, 3]
[1648, 3]
[4603, 9]
[3818, 7]
[2227, 4]
[3727, 7]
[1310, 2]
[1149, 2]
[511, 1]
[3873, 7]
[724, 1]
[2818, 5]
[3122, 6]
[4595, 9]
[3155, 6]
[3025, 6]
[220, 0]
[1118, 2]
[1711, 3]
[4714, 9]
[633, 1]
[1738, 3]
[775, 1]
[3138, 6]
[4390, 8]
[1042, 2]
[1300, 2]
[2093, 4]
[2555, 5]
[284, 0]
[1585, 3]
[361, 0]
[1129, 2]
[4001, 8]
[1251, 2]
[3031, 6]
[3763, 7]
[2813, 5]
[4272, 8]
[4041, 8]
[3308, 6]
[154, 0]
[2551, 5]
[2217, 4]
[2117, 4]
[3729, 7]
[4389, 8]
[4519, 9]
[2803, 5]
[1879, 3]
[887, 1]
[2325, 4]
[4644, 9]
[203, 0]
[3797, 7]
[4608, 9]
[4198, 8]
[2341, 4]
[3361, 6]
[4226, 8]
[360, 0]
[4379, 8]
[4157, 8]
[2234, 4]
[3760, 7]
[1361, 2]
[3723, 7]
[4631, 9]
[1009, 2]
[2554, 5]
[308, 0]
[3577, 7]
[390, 0]
[1688, 3]
[2338, 4]
[26, 0]
[1051, 2]
[1727, 3]
[1016, 2]
[3863, 7]
[25, 0]
[1, 0]
[3711, 7]
[3117, 6]
[4010, 8]
[704, 1]
[1625, 3]
[3115, 6]
[2885, 5]
[2129, 4]
[808, 1]
[3517, 7]
[654, 1]
[1058, 2]
[3619, 7]
[3090, 6]
[1753, 3]
[1854, 3]
[4139, 8]
[2147, 4]
[2603, 5]
[1227, 2]
[165, 0]
[2635, 5]
[83, 0]
[4515, 9]
[377, 0]
[4251, 8]
[3756, 7]
[2115, 4]
[1324, 2]
[4248, 8]
[1014, 2]
[1779, 3]
[2778, 5]
[4565, 9]
[645, 1]
[1167, 2]
[3683, 7]
[4888, 9]
[4219, 8]
[2713, 5]
[2718, 5]
[1331, 2]
[4240, 8]
[128, 0]
[4183, 8]
[1208, 2]
[753, 1]
[123, 0]
[1232, 2]
[4880, 9]
[243, 0]
[4669, 9]
[3012, 6]
[1099, 2]
[1692, 3]
[2831, 5]
[1899, 3]
[265, 0]
[3811, 7]
[64, 0]
[4762, 9]
[3623, 7]
[99, 0]
[4784, 9]
[4627, 9]
[2507, 5]
[2180, 4]
[4643, 9]
[1280, 2]
[331, 0]
[4249, 8]
[2389, 4]
[1183, 2]
[1785, 3]
[3868, 7]
[1774, 3]
[2619, 5]
[200, 0]
[1894, 3]
[3347, 6]
[4186, 8]
[2023, 4]
[1028, 2]
[2191, 4]
[3704, 7]
[1718, 3]
[1746, 3]
[1595, 3]
[2067, 4]
[2365, 4]
[2530, 5]
[3054, 6]
[2250, 4]
[3350, 6]
[4020, 8]
[1621, 3]
[2537, 5]
[588, 1]
[120, 0]
[2280, 4]
[2399, 4]
[2202, 4]
[4863, 9]
[6, 0]
[2503, 5]
[1616, 3]
[3094, 6]
[1224, 2]
[1645, 3]
[147, 0]
[763, 1]
[2288, 4]
[2892, 5]
[1054, 2]
[1355, 2]
[3696, 7]
[2577, 5]
[4378, 8]
[2219, 4]
[660, 1]
[1691, 3]
[4718, 9]
[4756, 9]
[3523, 7]
[132, 0]
[3070, 6]
[3703, 7]
[4793, 9]
[1588, 3]
[825, 1]
[1135, 2]
[4054, 8]
[1619, 3]
[3073, 6]
[4061, 8]
[2224, 4]
[2812, 5]
[278, 0]
[3230, 6]
[1755, 3]
[2787, 5]
[4743, 9]
[843, 1]
[4148, 8]
[144, 0]
[2693, 5]
[3539, 7]
[4825, 9]
[616, 1]
[4331, 8]
[2374, 4]
[2756, 5]
[4721, 9]
[3302, 6]
[3595, 7]
[1784, 3]
[3233, 6]
[94, 0]
[115, 0]
[1757, 3]
[523, 1]
[3667, 7]
[2354, 4]
[399, 0]
[606, 1]
[59, 0]
[3841, 7]
[3674, 7]
[1267, 2]
[202, 0]
[2108, 4]
[32, 0]
[327, 0]
[2183, 4]
[3781, 7]
[4298, 8]
[2208, 4]
[4757, 9]
[1807, 3]
[1145, 2]
[3815, 7]
[3399, 6]
[329, 0]
[4159, 8]
[1572, 3]
[4315, 8]
[2744, 5]
[3627, 7]
[4023, 8]
[1820, 3]
[71, 0]
[4055, 8]
[2355, 4]
[3373, 6]
[3793, 7]
[4323, 8]
[1532, 3]
[576, 1]
[2697, 5]
[2048, 4]
[1562, 3]
[3173, 6]
[4326, 8]
[3234, 6]
[188, 0]
[4005, 8]
[1393, 2]
[1885, 3]
[2684, 5]
[61, 0]
[2094, 4]
[4664, 9]
[3628, 7]
[4140, 8]
[3730, 7]
[3293, 6]
[4746, 9]
[1091, 2]
[251, 0]
[2574, 5]
[3739, 7]
[2218, 4]
[1792, 3]
[113, 0]
[4345, 8]
[678, 1]
[3367, 6]
[2075, 4]
[1139, 2]
[1010, 2]
[2679, 5]
[3776, 7]
[1857, 3]
[3876, 7]
[1199, 2]
[2762, 5]
[1316, 2]
[2641, 5]
[193, 0]
[1705, 3]
[1589, 3]
[3622, 7]
[1005, 2]
[2797, 5]
[3118, 6]
[3551, 7]
[3023, 6]
[2875, 5]
[372, 0]
[1207, 2]
[2805, 5]
[4732, 9]
[659, 1]
[4368, 8]
[648, 1]
[2848, 5]
[3238, 6]
[4659, 9]
[4869, 9]
[4530, 9]
[4171, 8]
[791, 1]
[4577, 9]
[3010, 6]
[4706, 9]
[4578, 9]
[3634, 7]
[3549, 7]
[620, 1]
[4259, 8]
[4881, 9]
[622, 1]
[279, 0]
[4222, 8]
[1279, 2]
[831, 1]
[2571, 5]
[3708, 7]
[1708, 3]
[1846, 3]
[4277, 8]
[2061, 4]
[1571, 3]
[1039, 2]
[2269, 4]
[709, 1]
[1022, 2]
[1503, 3]
[2575, 5]
[652, 1]
[1868, 3]
[4637, 9]
[4231, 8]
[2034, 4]
[2724, 5]
[4343, 8]
[2096, 4]
[350, 0]
[4547, 9]
[1168, 2]
[2888, 5]
[1093, 2]
[122, 0]
[1262, 2]
[2742, 5]
[1031, 2]
[886, 1]
[2874, 5]
[2231, 4]
[1384, 2]
[1334, 2]
[1225, 2]
[4046, 8]
[2811, 5]
[4112, 8]
[1570, 3]
[1601, 3]
[4539, 9]
[4661, 9]
[3589, 7]
[1667, 3]
[186, 0]
[3246, 6]
[1036, 2]
[751, 1]
[2881, 5]
[4307, 8]
[2326, 4]
[2774, 5]
[862, 1]
[1504, 3]
[3533, 7]
[4572, 9]
[3544, 7]
[626, 1]
[518, 1]
[515, 1]
[4057, 8]
[2597, 5]
[1671, 3]
[4262, 8]
[779, 1]
[3305, 6]
[1146, 2]
[3768, 7]
[3364, 6]
[2343, 4]
[699, 1]
[1266, 2]
[4893, 9]
[869, 1]
[4117, 8]
[4604, 9]
[4558, 9]
[400, 0]
[1119, 2]
[3114, 6]
[4119, 8]
[73, 0]
[2796, 5]
[2769, 5]
[362, 0]
[1383, 2]
[4065, 8]
[2864, 5]
[3153, 6]
[46, 0]
[1295, 2]
[686, 1]
[4695, 9]
[398, 0]
[729, 1]
[2211, 4]
[1565, 3]
[392, 0]
[4548, 9]
[3882, 7]
[3354, 6]
[3092, 6]
[1372, 2]
[1556, 3]
[191, 0]
[1654, 3]
[3397, 6]
[4270, 8]
[4624, 9]
[3512, 7]
[656, 1]
[857, 1]
[261, 0]
[551, 1]
[1142, 2]
[4591, 9]
[3798, 7]
[617, 1]
[3888, 7]
[3742, 7]
[3503, 7]
[1743, 3]
[102, 0]
[348, 0]
[4546, 9]
[1838, 3]
[4066, 8]
[4622, 9]
[544, 1]
[1241, 2]
[2379, 4]
[4269, 8]
[714, 1]
[2315, 4]
[815, 1]
[2022, 4]
[3338, 6]
[4264, 8]
[2346, 4]
[2078, 4]
[3221, 6]
[1048, 2]
[4524, 9]
[3752, 7]
[2800, 5]
[4586, 9]
[1883, 3]
[1823, 3]
[4348, 8]
[298, 0]
[3809, 7]
[795, 1]
[347, 0]
[3048, 6]
[1235, 2]
[713, 1]
[1703, 3]
[2528, 5]
[287, 0]
[2257, 4]
[3250, 6]
[4075, 8]
[832, 1]
[1623, 3]
[746, 1]
[4021, 8]
[4357, 8]
[4636, 9]
[2709, 5]
[2377, 4]
[2081, 4]
[1847, 3]
[4541, 9]
[3179, 6]
[3788, 7]
[1658, 3]
[388, 0]
[2672, 5]
[1793, 3]
[4526, 9]
[3255, 6]
[4396, 8]
[2604, 5]
[826, 1]
[3353, 6]
[2262, 4]
[4110, 8]
[818, 1]
[3328, 6]
[4206, 8]
[1358, 2]
[2562, 5]
[2035, 4]
[4553, 9]
[4800, 9]
[3059, 6]
[302, 0]
[2361, 4]
[2506, 5]
[3191, 6]
[4501, 9]
[1613, 3]
[352, 0]
[2098, 4]
[732, 1]
[4256, 8]
[2238, 4]
[4042, 8]
[4875, 9]
[592, 1]
[4629, 9]
[1229, 2]
[2145, 4]
[646, 1]
[4218, 8]
[3104, 6]
[3387, 6]
[2193, 4]
[1828, 3]
[1893, 3]
[4011, 8]
[639, 1]
[1083, 2]
[148, 0]
[813, 1]
[2754, 5]
[2583, 5]
[2139, 4]
[2258, 4]
[1652, 3]
[2845, 5]
[4155, 8]
[3013, 6]
[2232, 4]
[3641, 7]
[3393, 6]
[4820, 9]
[582, 1]
[149, 0]
[1332, 2]
[4255, 8]
[1216, 2]
[1709, 3]
[4634, 9]
[3728, 7]
[4337, 8]
[2639, 5]
[2205, 4]
[2714, 5]
[217, 0]
[1067, 2]
[2605, 5]
[4520, 9]
[197, 0]
[33, 0]
[1109, 2]
[3770, 7]
[3814, 7]
[1236, 2]
[313, 0]
[1046, 2]
[3209, 6]
[871, 1]
[2184, 4]
[3356, 6]
[3129, 6]
[4172, 8]
[373, 0]
[4885, 9]
[1195, 2]
[2312, 4]
[2703, 5]
[2816, 5]
[1117, 2]
[1655, 3]
[644, 1]
[3319, 6]
[1531, 3]
[1510, 3]
[4874, 9]
[2807, 5]
[2083, 4]
[1768, 3]
[529, 1]
[4738, 9]
[1296, 2]
[3312, 6]
[2685, 5]
[1185, 2]
[3871, 7]
[3606, 7]
[3330, 6]
[3400, 6]
[2869, 5]
[1309, 2]
[1074, 2]
[2285, 4]
[1294, 2]
[3570, 7]
[3108, 6]
[4750, 9]
[4364, 8]
[4514, 9]
[4892, 9]
[4568, 9]
[2097, 4]
[150, 0]
[2198, 4]
[7, 0]
[754, 1]
[1758, 3]
[1389, 2]
[4359, 8]
[2584, 5]
[4760, 9]
[1609, 3]
[2171, 4]
[2019, 4]
[4059, 8]
[1889, 3]
[2653, 5]
[156, 0]
[624, 1]
[1698, 3]
[4887, 9]
[530, 1]
[2550, 5]
[1557, 3]
[2201, 4]
[2752, 5]
[2655, 5]
[1587, 3]
[137, 0]
[2782, 5]
[100, 0]
[4170, 8]
[3166, 6]
[1687, 3]
[3154, 6]
[1858, 3]
[4092, 8]
[3344, 6]
[3270, 6]
[2033, 4]
[3790, 7]
[1285, 2]
[3640, 7]
[4275, 8]
[1786, 3]
[2351, 4]
[1620, 3]
[1323, 2]
[4145, 8]
[3299, 6]
[230, 0]
[1261, 2]
[1201, 2]
[1094, 2]
[4395, 8]
[1763, 3]
[4782, 9]
[2116, 4]
[2656, 5]
[269, 0]
[790, 1]
[2307, 4]
[4324, 8]
[242, 0]
[4691, 9]
[4279, 8]
[614, 1]
[3310, 6]
[1715, 3]
[1733, 3]
[49, 0]
[4391, 8]
[354, 0]
[2631, 5]
[1756, 3]
[736, 1]
[513, 1]
[3694, 7]
[4339, 8]
[237, 0]
[3832, 7]
[2760, 5]
[2786, 5]
[2510, 5]
[1631, 3]
[3258, 6]
[809, 1]
[1143, 2]
[4258, 8]
[642, 1]
[1789, 3]
[2607, 5]
[273, 0]
[210, 0]
[2229, 4]
[599, 1]
[1731, 3]
[1317, 2]
[4868, 9]
[56, 0]
[2256, 4]
[2400, 4]
[2895, 5]
[4865, 9]
[2634, 5]
[3232, 6]
[3042, 6]
[4393, 8]
[1147, 2]
[218, 0]
[2832, 5]
[4078, 8]
[209, 0]
[2648, 5]
[3557, 7]
[2151, 4]
[1602, 3]
[2734, 5]
[133, 0]
[2576, 5]
[4095, 8]
[3835, 7]
[4158, 8]
[4287, 8]
[3341, 6]
[141, 0]
[3194, 6]
[2050, 4]
[1590, 3]
[3011, 6]
[2153, 4]
[2100, 4]
[2738, 5]
[233, 0]
[4141, 8]
[696, 1]
[3206, 6]
[3750, 7]
[4033, 8]
[4836, 9]
[3259, 6]
[758, 1]
[807, 1]
[2134, 4]
[1736, 3]
[765, 1]
[3558, 7]
[1799, 3]
[1728, 3]
[883, 1]
[1338, 2]
[1013, 2]
[3604, 7]
[1653, 3]
[3040, 6]
[245, 0]
[1305, 2]
[846, 1]
[1834, 3]
[187, 0]
[1506, 3]
[303, 0]
[3502, 7]
[1400, 2]
[3177, 6]
[4245, 8]
[2388, 4]
[2784, 5]
[110, 0]
[4328, 8]
[2858, 5]
[4209, 8]
[1564, 3]
[4801, 9]
[4375, 8]
[87, 0]
[1520, 3]
[564, 1]
[2659, 5]
[72, 0]
[229, 0]
[590, 1]
[3066, 6]
[851, 1]
[2363, 4]
[1706, 3]
[1627, 3]
[1527, 3]
[280, 0]
[239, 0]
[1101, 2]
[2747, 5]
[4675, 9]
[3079, 6]
[1637, 3]
[4293, 8]
[3663, 7]
[1106, 2]
[4051, 8]
[1282, 2]
[4301, 8]
[3853, 7]
[1240, 2]
[1884, 3]
[799, 1]
[675, 1]
[4007, 8]
[695, 1]
[4639, 9]
[1281, 2]
[263, 0]
[1397, 2]
[1600, 3]
[1052, 2]
[68, 0]
[4810, 9]
[2122, 4]
[4072, 8]
[16, 0]
[1811, 3]
[1840, 3]
[1581, 3]
[2883, 5]
[1246, 2]
[802, 1]
[601, 1]
[4648, 9]
[2682, 5]
[768, 1]
[3257, 6]
[715, 1]
[2686, 5]
[88, 0]
[710, 1]
[4614, 9]
[613, 1]
[1539, 3]
[1166, 2]
[3635, 7]
[2283, 4]
[559, 1]
[3061, 6]
[2273, 4]
[256, 0]
[4569, 9]
[2617, 5]
[4685, 9]
[661, 1]
[1245, 2]
[4616, 9]
[4508, 9]
[2360, 4]
[37, 0]
[4253, 8]
[105, 0]
[4304, 8]
[3349, 6]
[2024, 4]
[1888, 3]
[3633, 7]
[565, 1]
[1152, 2]
[2736, 5]
[1802, 3]
[2699, 5]
[3052, 6]
[4794, 9]
[2295, 4]
[4895, 9]
[3675, 7]
[3724, 7]
[3322, 6]
[75, 0]
[3581, 7]
[2891, 5]
[4319, 8]
[4523, 9]
[1171, 2]
[1164, 2]
[2170, 4]
[2820, 5]
[2594, 5]
[1702, 3]
[1029, 2]
[2652, 5]
[167, 0]
[4899, 9]
[1307, 2]
[4525, 9]
[380, 0]
[2872, 5]
[1628, 3]
[4848, 9]
[1076, 2]
[91, 0]
[171, 0]
[3247, 6]
[3395, 6]
[2303, 4]
[2589, 5]
[1647, 3]
[158, 0]
[2651, 5]
[205, 0]
[3149, 6]
[1027, 2]
[4708, 9]
[3777, 7]
[674, 1]
[1742, 3]
[579, 1]
[2857, 5]
[1735, 3]
[583, 1]
[1700, 3]
[84, 0]
[276, 0]
[1003, 2]
[95, 0]
[1524, 3]
[3329, 6]
[2148, 4]
[1364, 2]
[2140, 4]
[3196, 6]
[521, 1]
[1376, 2]
[164, 0]
[290, 0]
[85, 0]
[3160, 6]
[2683, 5]
[2332, 4]
[1303, 2]
[2561, 5]
[2793, 5]
[1215, 2]
[2101, 4]
[4845, 9]
[689, 1]
[3650, 7]
[2092, 4]
[3141, 6]
[299, 0]
[2255, 4]
[4244, 8]
[4694, 9]
[4592, 9]
[2531, 5]
[4787, 9]
[2850, 5]
[2740, 5]
[2144, 4]
[309, 0]
[1714, 3]
[4581, 9]
[3879, 7]
[2310, 4]
[2181, 4]
[151, 0]
[2538, 5]
[2314, 4]
[637, 1]
[396, 0]
[1824, 3]
[2681, 5]
[2896, 5]
[618, 1]
[2680, 5]
[643, 1]
[3112, 6]
[2511, 5]
[2764, 5]
[1730, 3]
[1689, 3]
[201, 0]
[1668, 3]
[797, 1]
[4567, 9]
[3862, 7]
[2146, 4]
[731, 1]
[2026, 4]
[3178, 6]
[3019, 6]
[3060, 6]
[2717, 5]
[3006, 6]
[2235, 4]
[506, 1]
[2029, 4]
[3377, 6]
[189, 0]
[1203, 2]
[3673, 7]
[4754, 9]
[1165, 2]
[4354, 8]
[1720, 3]
[3680, 7]
[4246, 8]
[1717, 3]
[4387, 8]
[1639, 3]
[2887, 5]
[1047, 2]
[2815, 5]
[320, 0]
[3251, 6]
[2773, 5]
[834, 1]
[3598, 7]
[4093, 8]
[1057, 2]
[1273, 2]
[1682, 3]
[2318, 4]
[3529, 7]
[651, 1]
[3182, 6]
[116, 0]
[657, 1]
[1238, 2]
[3796, 7]
[1226, 2]
[4638, 9]
[4230, 8]
[2792, 5]
[1072, 2]
[1271, 2]
[1018, 2]
[2014, 4]
[323, 0]
[1044, 2]
[1365, 2]
[2289, 4]
[2785, 5]
[524, 1]
[2030, 4]
[2809, 5]
[4215, 8]
