[0, -0.33700478549319846]
[428, -0.27825490845036993]
[429, -0.01702241522709358]
[430, -0.3980759158122149]
[431, -0.3941252393185344]
[432, -0.21256273735837272]
[433, 0.01888627321668035]
[434, -0.2768846867698317]
[435, 0.4901800036739523]
[436, -0.253698118640312]
[437, 0.07108234653156353]
[438, 0.3177295396093176]
[439, 0.4019758062813902]
[440, -0.2924157065029662]
[441, 0.3807946549729949]
[442, -0.35315922929747956]
[443, -0.2689426938879783]
[444, -0.41080958564619385]
[445, 0.3796461468862934]
[446, -0.3899216321374248]
[447, -0.49263048032535517]
[448, 0.33514612372896857]
[449, -0.30479272801168744]
[450, 0.2918688296985691]
[451, 0.3170563987587899]
[452, 0.14580081444066428]
[453, -0.3419776126355949]
[454, -0.15177223272944318]
[455, 0.22360875796518953]
[456, -0.23503355106262225]
[457, 0.04166412200311531]
[458, 0.47859495722517054]
[459, -0.003850337312819363]
[460, 0.22792034625189384]
[461, -0.2591984006222945]
[462, -0.4351325084363241]
[463, -0.019224493387428265]
[464, -0.17564013927316657]
[465, -0.21704200148037556]
[466, 0.4855477824331572]
[467, -0.12056893043108485]
[468, -0.23688602925032087]
[469, 0.17010576239007325]
[470, 0.24218303041986977]
[471, -0.14231159262958915]
[472, 0.30096787270749137]
[473, 0.34996200551263223]
[474, -0.03809081087624555]
[475, 0.271118532510485]
[476, -0.4621342258322011]
[477, -0.06523035757315387]
[478, -0.4798745463388847]
[479, 0.23336632729968054]
[480, 0.1528383865216092]
[481, -0.3356968143085296]
[482, -0.15980791877710743]
[483, -0.1311452092669606]
[484, -0.4787446370266727]
[485, 0.08878155839386992]
[486, -0.40464575203012243]
[487, 0.4621459859639595]
[488, -0.31977191758194423]
[489, 0.09153185801975394]
[490, -0.17583169028502832]
[491, -0.39905241735049113]
[492, -0.36759276351252246]
[493, -0.4779769641640529]
[494, -0.4277206276140624]
[495, 0.3242215896228574]
[496, 0.46364696259184535]
[497, -0.4789458816989709]
[498, 0.25585149634221216]
[499, -0.4342965810885201]
[500, 0.26184051616877113]
[501, 0.4446338081029434]
[502, 0.026603795222415405]
[503, 0.027904209327268004]
[504, -0.14845830974034524]
[505, -0.4779598413885603]
[506, 0.29886946720110474]
[507, 0.46105241116731177]
[508, -0.2925633311652295]
[509, 0.4315946618033266]
[510, -0.3169417327044243]
[511, -0.45856661881390237]
[512, -0.18277024003714015]
[513, -0.04233840225942409]
[514, 0.1022744704025298]
[515, -0.051716578226343124]
[516, -0.09672882801628913]
[517, -0.48098064167553733]
[518, -0.03404533957391109]
[519, 0.14555827554194922]
[520, -0.49100857028683265]
[521, -0.3575522545667241]
[522, 0.383494310382438]
[523, 0.08028032420185283]
[524, -0.14660238438507944]
[525, 0.39543364275402915]
[526, -0.3448783701546776]
[527, -0.07874150201327679]
[528, -0.24852911885332896]
[529, -0.44158790214062926]
[530, 0.2231450575160563]
[531, 0.23732070668115346]
[532, -0.0976943105903555]
[533, 0.1894852506464898]
[534, 0.4529945400572205]
[535, -0.1703656122977757]
[536, 0.2014199688092727]
[537, -0.400054147777259]
[538, -0.3657656512745543]
[539, 0.3712081590861498]
[540, -0.17425299280342]
[541, -0.477692949045354]
[542, 0.14290490233855246]
[543, -0.2847793403676303]
[544, 0.2031922916057155]
[545, -0.18476265281032656]
[546, -0.49341852850162715]
[547, -0.4090925917332021]
[548, 0.2603399635245012]
[549, 0.2784599123520767]
[550, 0.48521425455991507]
[551, -0.1450238052074172]
[552, 0.4681884187088018]
[553, 0.1273957502795855]
[554, 0.345050522110915]
[555, -0.12265372734409175]
[556, -0.25844352796168024]
[557, -0.023589000494065093]
[558, -0.20559336476539836]
[559, -0.33764311518445234]
[560, -0.024905530779316343]
[561, -0.10786193899471996]
[562, -0.32349016514530027]
[563, 0.365069530501431]
[564, 0.17813327311360194]
[565, -0.2275608411547907]
[566, -0.3696112155371907]
[567, -0.16395262043208314]
[568, -0.1762600832561837]
[569, 0.03907004465868369]
[570, 0.31642340700248617]
[571, 0.28885473643592385]
[572, 0.45798321146792575]
[573, 0.06828406723224634]
[574, 0.13170261683122997]
[575, -0.22179181728515485]
[576, -0.15147350233962098]
[577, -0.42025174273710264]
[578, 0.49436779626050265]
[579, -0.42718186886711296]
[580, -0.22162810526534393]
[581, -0.3265509432868099]
[582, -0.4273590335890387]
[583, -0.09240352914407646]
[584, 0.24355080794658868]
[585, -0.0861728484581602]
[586, -0.17714415427521768]
[587, 0.21432633415605284]
[588, -0.2700326265535572]
[589, -0.19711271289352694]
[590, -0.07037691443792282]
[591, -0.2460346409473969]
[592, 0.29570370877802643]
[593, -0.334139414346011]
[594, 0.2013984777757274]
[595, -0.027346054095456207]
[596, 0.3925621583407276]
[597, 0.3285557447523877]
[598, -0.4545402288925252]
[599, 0.31332348579237757]
[600, -0.030434127713580228]
[601, 0.11433446838225325]
[602, 0.012974430664834724]
[603, 0.09561255362477128]
[604, -0.46668243926402775]
[605, -0.22818329553263184]
[606, 0.16835915953824954]
[607, -0.12140628750755866]
[608, -0.08731385725005858]
[609, 0.1306444211180542]
[610, -0.19477258821192867]
[611, 0.45007115186942026]
[612, -0.11808402043120936]
[613, -0.1748665069508063]
[614, 0.36141169992579103]
[615, -0.2120050965612601]
[616, 0.25720824021209177]
[617, 0.3247968770581634]
[618, -0.19663369170338618]
[619, -0.47299080277096595]
[620, 0.2571595756131404]
[621, 0.06716666414402017]
[622, -0.2959086868529347]
[623, -0.0698612615290366]
[624, 0.018201346751968828]
[625, -0.26071909696421214]
[626, 0.11643958054622472]
[627, -0.37278415656131025]
[628, -0.2763118727631013]
[629, 0.11285700923058184]
[630, 0.34602610102645903]
[631, 0.4085618946171332]
[632, 0.2878409785187246]
[633, -0.3120235071951135]
[634, -0.36694761725351255]
[635, -0.22674402470794486]
[636, 0.35924878862362764]
[637, -0.4351612068128736]
[638, -0.15123918147201865]
[639, 0.08494280229404505]
[640, -0.49690268187785935]
[641, -0.10295188131096422]
[642, 0.12370626133480178]
[643, -0.4374999172655535]
[644, 0.4982498482219816]
[645, 0.15901381389971292]
[646, 0.15442084026863345]
[647, 0.13388660267692865]
[648, 0.3864374819719546]
[649, 0.3169328839445248]
[650, 0.3114018766208685]
[651, 0.2967244479614971]
[652, 0.24547223295171172]
[653, -0.3495693716741173]
[654, 0.20612098185552774]
[655, -0.36198662004621684]
[656, -0.11596957459863966]
[657, -0.13602885668425624]
[658, -0.3331611764485115]
[659, -0.1370190896214506]
[660, -0.22668066052482938]
[661, -0.11024174456915914]
[662, 0.46421294656721623]
[663, -0.3301035411992317]
[664, -0.3158324576954006]
[665, -0.35264636304540486]
[666, 0.2750287903260862]
[667, 0.08368916378879876]
[668, -0.49502400762312193]
[669, -0.3614418262792849]
[670, -0.06428040625434739]
[671, -0.28539077100019417]
[672, 0.287226342488228]
[673, -0.022193957396850705]
[674, 0.44263280858035137]
[675, -0.43726073392402554]
[676, -0.13676110834347377]
[677, 0.386323638711631]
[678, 0.028904745709960156]
[679, -0.2784653222295964]
[680, 0.2469671165679842]
[681, -0.32005576207606745]
[682, 0.4610669027312231]
[683, 0.10441056162533291]
[684, 0.022761358217593397]
[685, -0.3915086736823913]
[686, -0.290951804482675]
[687, 0.09010416437377555]
[688, -0.31935423137857777]
[689, 0.26106907367140586]
[690, 0.4978630705117447]
[691, -0.3026834872255292]
[692, 0.3495721165307579]
[693, -0.029979542080739274]
[694, 0.010798604151148194]
[695, 0.025011448031100003]
[696, 0.27081472809821017]
[697, 0.2892900236025685]
[698, 0.3943515243543253]
[699, 0.10675526357774512]
[700, 0.43649104398746497]
[701, 0.4055403102648698]
[702, 0.449675400455006]
[703, 0.17939218611772312]
[704, 0.3022550951205132]
[705, -0.46782180889240776]
[706, -0.0697396235758817]
[707, 0.11259740556460185]
[708, -0.31853232583426194]
[709, 0.19542916689667533]
[710, 0.07763455561661359]
[711, 0.33617688728344397]
[712, 0.39757851605475725]
[713, 0.14269810035134134]
[714, 0.19867548588285866]
[715, -0.2697228624743674]
[716, -0.3054901362717244]
[717, -0.13392030896616192]
[718, -0.3099458224046956]
[719, 0.06852320051558825]
[720, 0.440312785090044]
[721, -0.2418725023803131]
[722, -0.3337197391530865]
[723, -0.2988029955804906]
[724, 0.36285729340805595]
[725, 0.3016070467901595]
[726, -0.18337930737632702]
[727, 0.48228665401898074]
[728, 0.218963004372544]
[729, 0.40215735550326415]
[730, -0.2549188795816707]
[731, 0.1288439708956708]
[732, -0.462801322986239]
[733, 0.45821822191595185]
[734, 0.209627882791666]
[735, 0.31111839451343126]
[736, -0.2105101925162841]
[737, -0.4916102347379028]
[738, 0.3652122259653615]
[739, 0.2937108569787732]
[740, -0.018045057011553123]
[741, -0.13179318866465828]
[742, 0.11951060046951345]
[743, -0.0726185494547994]
[744, -0.15181539753932682]
[745, 0.4028871052023041]
[746, -0.47243636188034477]
[747, 0.2783726643084018]
[748, -0.11685966287772431]
[749, 0.3357211728279702]
[750, 0.011653363292134289]
[751, 0.302769501204911]
[752, 0.16292710901883412]
[753, -0.1427771376884731]
[754, -0.2809699228625514]
[755, 0.1521576392273073]
[756, 0.2271499590437447]
[757, 0.15488588987271779]
[758, -0.1926076238682366]
[759, -0.24808578428616657]
[760, -0.12885714544156157]
[761, 0.3239785690961544]
[762, 0.02132174515081664]
[763, 0.017131286642737664]
[764, 0.16171955285056427]
[765, 0.1510957779924884]
[766, 0.3714361744874449]
[767, -0.16277033363640647]
[768, 0.00795977842112594]
[769, -0.48330512518105917]
[770, -0.29053266837107306]
[771, 0.05495273860214289]
[772, 0.29289177856758275]
[773, -0.35924770146610474]
[774, -0.35838087521372464]
[775, -0.21669695796558053]
[776, 0.08684030781208041]
[777, -0.18933847172180163]
[778, -0.01794223596875033]
[779, 0.35359740478720736]
[780, -0.15363060905487158]
[781, -0.4752596225486203]
[782, -0.4919568748250218]
[783, 0.41323725305363723]
