[95, 0]
[62, 0]
[777, 1]
[551, 1]
[103, 0]
[257, 0]
[776, 1]
[760, 1]
[101, 0]
[879, 1]
[628, 1]
[117, 0]
[585, 1]
[234, 0]
[267, 0]
[842, 1]
[600, 1]
[6, 0]
[862, 1]
[710, 1]
[362, 0]
[852, 1]
[269, 0]
[386, 0]
[332, 0]
[315, 0]
[789, 1]
[110, 0]
[293, 0]
[801, 1]
[175, 0]
[379, 0]
[568, 1]
[897, 1]
[50, 0]
[766, 1]
[613, 1]
[635, 1]
[637, 1]
[393, 0]
[572, 1]
[102, 0]
[383, 0]
[314, 0]
[528, 1]
[245, 0]
[19, 0]
[255, 0]
[599, 1]
[203, 0]
[127, 0]
[157, 0]
[709, 1]
[282, 0]
[682, 1]
[870, 1]
[651, 1]
[772, 1]
[4, 0]
[219, 0]
[561, 1]
[565, 1]
[758, 1]
[181, 0]
[296, 0]
[749, 1]
[769, 1]
[602, 1]
[345, 0]
[346, 0]
[590, 1]
[857, 1]
[701, 1]
[145, 0]
[301, 0]
[509, 1]
[176, 0]
[153, 0]
[899, 1]
[206, 0]
[226, 0]
[274, 0]
[739, 1]
[630, 1]
[791, 1]
[375, 0]
[265, 0]
[388, 0]
[659, 1]
[722, 1]
[98, 0]
[771, 1]
[178, 0]
[77, 0]
[14, 0]
[182, 0]
[357, 0]
[185, 0]
[91, 0]
[341, 0]
[263, 0]
[753, 1]
[358, 0]
[210, 0]
[289, 0]
[707, 1]
[97, 0]
[75, 0]
[88, 0]
[687, 1]
[526, 1]
[761, 1]
[360, 0]
[348, 0]
[576, 1]
[515, 1]
[391, 0]
[582, 1]
[699, 1]
[773, 1]
[28, 0]
[305, 0]
[867, 1]
[802, 1]
[855, 1]
[843, 1]
[1, 0]
[52, 0]
[321, 0]
[10, 0]
[830, 1]
[819, 1]
[724, 1]
[21, 0]
[108, 0]
[49, 0]
[875, 1]
[503, 1]
[825, 1]
[172, 0]
[202, 0]
[815, 1]
[214, 0]
[850, 1]
[530, 1]
[96, 0]
[652, 1]
[878, 1]
[744, 1]
[167, 0]
[89, 0]
[698, 1]
[648, 1]
[708, 1]
[57, 0]
[822, 1]
[12, 0]
[775, 1]
[211, 0]
[134, 0]
[337, 0]
[653, 1]
[767, 1]
[741, 1]
[79, 0]
[502, 1]
[736, 1]
[259, 0]
[215, 0]
[645, 1]
[696, 1]
[73, 0]
[400, 0]
[247, 0]
[618, 1]
[692, 1]
[349, 0]
[564, 1]
[780, 1]
[170, 0]
[135, 0]
[238, 0]
[719, 1]
[177, 0]
[7, 0]
[660, 1]
[34, 0]
[623, 1]
[294, 0]
[37, 0]
[304, 0]
[239, 0]
[644, 1]
[866, 1]
[27, 0]
[335, 0]
[399, 0]
[807, 1]
[626, 1]
[733, 1]
[271, 0]
[40, 0]
[246, 0]
[58, 0]
[563, 1]
[87, 0]
[884, 1]
[871, 1]
[639, 1]
[517, 1]
[874, 1]
[657, 1]
[510, 1]
[161, 0]
[243, 0]
[149, 0]
[560, 1]
[588, 1]
[222, 0]
[236, 0]
[765, 1]
[717, 1]
[116, 0]
[100, 0]
[352, 0]
[840, 1]
[567, 1]
[47, 0]
[573, 1]
[114, 0]
[607, 1]
[340, 0]
[738, 1]
[8, 0]
[311, 0]
[876, 1]
[389, 0]
[204, 0]
[569, 1]
[689, 1]
[140, 0]
[313, 0]
[531, 1]
[166, 0]
[143, 0]
[278, 0]
[861, 1]
[319, 0]
[93, 0]
[331, 0]
[529, 1]
[617, 1]
[133, 0]
[790, 1]
[336, 0]
[237, 0]
[688, 1]
[196, 0]
[292, 0]
[123, 0]
[859, 1]
[154, 0]
[266, 0]
[691, 1]
[798, 1]
[168, 0]
[748, 1]
[35, 0]
[169, 0]
[208, 0]
[837, 1]
[316, 0]
[642, 1]
[612, 1]
[856, 1]
[631, 1]
[78, 0]
[317, 0]
[686, 1]
[277, 0]
[811, 1]
[778, 1]
[370, 0]
[523, 1]
[519, 1]
[787, 1]
[695, 1]
[191, 0]
[272, 0]
[646, 1]
[390, 0]
[229, 0]
[679, 1]
[55, 0]
[547, 1]
[611, 1]
[827, 1]
[162, 0]
[872, 1]
[684, 1]
[865, 1]
[846, 1]
[150, 0]
[715, 1]
[328, 0]
[734, 1]
[832, 1]
[666, 1]
[680, 1]
[641, 1]
[276, 0]
[11, 0]
[199, 0]
[788, 1]
[23, 0]
[42, 0]
[69, 0]
[15, 0]
[312, 0]
[620, 1]
[552, 1]
[864, 1]
[287, 0]
[183, 0]
[258, 0]
[373, 0]
[228, 0]
[347, 0]
[676, 1]
[261, 0]
[540, 1]
[735, 1]
[893, 1]
[200, 0]
[392, 0]
[834, 1]
[279, 0]
[60, 0]
[51, 0]
[890, 1]
[63, 0]
[380, 0]
[249, 0]
[756, 1]
[253, 0]
[694, 1]
[385, 0]
[732, 1]
[810, 1]
[190, 0]
[54, 0]
[595, 1]
[792, 1]
[80, 0]
[94, 0]
[17, 0]
[327, 0]
[505, 1]
[544, 1]
[286, 0]
[601, 1]
[681, 1]
[816, 1]
[537, 1]
[703, 1]
[33, 0]
[66, 0]
[541, 1]
[104, 0]
[264, 0]
[223, 0]
[251, 0]
[730, 1]
[244, 0]
[896, 1]
[160, 0]
[507, 1]
[593, 1]
[159, 0]
[285, 0]
[235, 0]
[299, 0]
[39, 0]
[343, 0]
[227, 0]
[48, 0]
[188, 0]
[818, 1]
[309, 0]
[718, 1]
[147, 0]
[624, 1]
[126, 0]
[728, 1]
[283, 0]
[74, 0]
[891, 1]
[632, 1]
[888, 1]
[165, 0]
[61, 0]
[174, 0]
[851, 1]
[387, 0]
[882, 1]
[841, 1]
[828, 1]
[513, 1]
[318, 0]
[664, 1]
[371, 0]
[217, 0]
[524, 1]
[527, 1]
[365, 0]
[26, 0]
[139, 0]
[826, 1]
[113, 0]
[763, 1]
[44, 0]
[889, 1]
[847, 1]
[163, 0]
[836, 1]
[700, 1]
[250, 0]
[70, 0]
[678, 1]
[574, 1]
[849, 1]
[306, 0]
[173, 0]
[795, 1]
[577, 1]
[596, 1]
[359, 0]
[725, 1]
[68, 0]
[542, 1]
[845, 1]
[880, 1]
[378, 0]
[338, 0]
[141, 0]
[869, 1]
[288, 0]
[770, 1]
[31, 0]
[536, 1]
[598, 1]
[514, 1]
[38, 0]
[535, 1]
[99, 0]
[369, 0]
[667, 1]
[221, 0]
[743, 1]
[603, 1]
[377, 0]
[325, 0]
[25, 0]
[721, 1]
[580, 1]
[674, 1]
[122, 0]
[831, 1]
[525, 1]
[209, 0]
[539, 1]
[886, 1]
[594, 1]
[118, 0]
[193, 0]
[18, 0]
[262, 0]
[538, 1]
[46, 0]
[805, 1]
[242, 0]
[189, 0]
[155, 0]
[714, 1]
[673, 1]
[5, 0]
[533, 1]
[220, 0]
[148, 0]
[115, 0]
[323, 0]
[662, 1]
[817, 1]
[868, 1]
[812, 1]
[119, 0]
[504, 1]
[752, 1]
[754, 1]
[885, 1]
[683, 1]
[395, 0]
[764, 1]
[610, 1]
[330, 0]
[900, 1]
[658, 1]
[213, 0]
[184, 0]
[746, 1]
[307, 0]
[553, 1]
[589, 1]
[609, 1]
[506, 1]
[706, 1]
[532, 1]
[291, 0]
[604, 1]
[397, 0]
[697, 1]
[43, 0]
[545, 1]
[821, 1]
[53, 0]
[636, 1]
[81, 0]
[854, 1]
[320, 0]
[364, 0]
[806, 1]
[621, 1]
[750, 1]
[615, 1]
[663, 1]
[586, 1]
[887, 1]
[638, 1]
[398, 0]
[290, 0]
[105, 0]
[130, 0]
[324, 0]
[793, 1]
[205, 0]
[84, 0]
[848, 1]
[230, 0]
[29, 0]
[670, 1]
[557, 1]
[587, 1]
[254, 0]
[556, 1]
[829, 1]
[20, 0]
[799, 1]
[881, 1]
[627, 1]
[783, 1]
[298, 0]
[606, 1]
[394, 0]
[138, 0]
[649, 1]
[64, 0]
[779, 1]
[559, 1]
[803, 1]
[82, 0]
[302, 0]
[839, 1]
[212, 0]
[22, 0]
[534, 1]
[252, 0]
[30, 0]
[151, 0]
[120, 0]
[326, 0]
[616, 1]
[762, 1]
[248, 0]
[800, 1]
[583, 1]
[164, 0]
[350, 0]
[860, 1]
[745, 1]
[894, 1]
[241, 0]
[555, 1]
[824, 1]
[303, 0]
[351, 0]
[511, 1]
[520, 1]
[297, 0]
[713, 1]
[224, 0]
[522, 1]
[634, 1]
[579, 1]
[192, 0]
[354, 0]
[232, 0]
[144, 0]
[240, 0]
[543, 1]
[142, 0]
[665, 1]
[858, 1]
[342, 0]
[131, 0]
[716, 1]
[2, 0]
[655, 1]
[633, 1]
[554, 1]
[622, 1]
[368, 0]
[640, 1]
[883, 1]
[838, 1]
[548, 1]
[508, 1]
[9, 0]
[521, 1]
[334, 0]
[156, 0]
[24, 0]
[512, 1]
[367, 0]
[384, 0]
[152, 0]
[260, 0]
[685, 1]
[661, 1]
[820, 1]
[671, 1]
[518, 1]
