[8, 0]
[3788, 7]
[132, 0]
[2617, 5]
[2112, 4]
[3709, 7]
[4793, 9]
[4134, 8]
[3317, 6]
[2830, 5]
[4070, 8]
[2544, 5]
[1035, 2]
[2501, 5]
[1123, 2]
[1196, 2]
[1520, 3]
[3514, 7]
[1089, 2]
[3600, 7]
[2170, 4]
[4811, 9]
[4338, 8]
[3857, 7]
[2183, 4]
[771, 1]
[4860, 9]
[2103, 4]
[391, 0]
[3225, 6]
[4362, 8]
[1674, 3]
[1097, 2]
[2003, 4]
[832, 1]
[3667, 7]
[4702, 9]
[4576, 9]
[1656, 3]
[2063, 4]
[1726, 3]
[758, 1]
[387, 0]
[3056, 6]
[4011, 8]
[2370, 4]
[2536, 5]
[2168, 4]
[207, 0]
[3717, 7]
[705, 1]
[3241, 6]
[3010, 6]
[4770, 9]
[3684, 7]
[1869, 3]
[1017, 2]
[2701, 5]
[1596, 3]
[1091, 2]
[331, 0]
[1744, 3]
[4763, 9]
[2776, 5]
[843, 1]
[2765, 5]
[4255, 8]
[1021, 2]
[4882, 9]
[2138, 4]
[4017, 8]
[3181, 6]
[3759, 7]
[1199, 2]
[2578, 5]
[3101, 6]
[751, 1]
[2200, 4]
[2693, 5]
[4330, 8]
[151, 0]
[4814, 9]
[1733, 3]
[4603, 9]
[1608, 3]
[595, 1]
[4710, 9]
[4745, 9]
[4720, 9]
[4319, 8]
[3538, 7]
[559, 1]
[1550, 3]
[4581, 9]
[1860, 3]
[58, 0]
[1533, 3]
[2092, 4]
[3896, 7]
[4709, 9]
[1854, 3]
[3825, 7]
[161, 0]
[618, 1]
[101, 0]
[4501, 9]
[2638, 5]
[3124, 6]
[3083, 6]
[4060, 8]
[1032, 2]
[615, 1]
[2174, 4]
[1351, 2]
[1771, 3]
[788, 1]
[3745, 7]
[4729, 9]
[3137, 6]
[2645, 5]
[714, 1]
[2229, 4]
[104, 0]
[170, 0]
[822, 1]
[4129, 8]
[748, 1]
[2040, 4]
[3693, 7]
[4039, 8]
[4844, 9]
[599, 1]
[1556, 3]
[1227, 2]
[4344, 8]
[2730, 5]
[2661, 5]
[744, 1]
[3310, 6]
[2019, 4]
[3706, 7]
[3147, 6]
[3869, 7]
[1560, 3]
[4700, 9]
[3318, 6]
[4839, 9]
[4515, 9]
[2770, 5]
[2608, 5]
[3112, 6]
[2711, 5]
[3107, 6]
[4676, 9]
[3257, 6]
[2568, 5]
[4727, 9]
[4521, 9]
[3029, 6]
[2896, 5]
[3810, 7]
[2695, 5]
[526, 1]
[4138, 8]
[3880, 7]
[4665, 9]
[3747, 7]
[112, 0]
[4791, 9]
[2366, 4]
[67, 0]
[1248, 2]
[2749, 5]
[3677, 7]
[3808, 7]
[4790, 9]
[2547, 5]
[3138, 6]
[1803, 3]
[885, 1]
[3724, 7]
[1760, 3]
[2351, 4]
[4718, 9]
[4369, 8]
[243, 0]
[4749, 9]
[1026, 2]
[1141, 2]
[2709, 5]
[1175, 2]
[3846, 7]
[4234, 8]
[3290, 6]
[596, 1]
[3342, 6]
[1361, 2]
[2842, 5]
[1050, 2]
[1852, 3]
[240, 0]
[580, 1]
[621, 1]
[4318, 8]
[4381, 8]
[3586, 7]
[2018, 4]
[4570, 9]
[2685, 5]
[223, 0]
[600, 1]
[1506, 3]
[1794, 3]
[1136, 2]
[1765, 3]
[1698, 3]
[2353, 4]
[3233, 6]
[1230, 2]
[2857, 5]
[1847, 3]
[3576, 7]
[1673, 3]
[4172, 8]
[2852, 5]
[4506, 9]
[3883, 7]
[2836, 5]
[2337, 4]
[1686, 3]
[143, 0]
[573, 1]
[1812, 3]
[507, 1]
[4365, 8]
[148, 0]
[3613, 7]
[4516, 9]
[592, 1]
[4627, 9]
[3204, 6]
[4080, 8]
[3179, 6]
[1153, 2]
[2300, 4]
[208, 0]
[3803, 7]
[364, 0]
[214, 0]
[3195, 6]
[806, 1]
[2687, 5]
[255, 0]
[4649, 9]
[3566, 7]
[4028, 8]
[3645, 7]
[3640, 7]
[3282, 6]
[524, 1]
[3190, 6]
[118, 0]
[623, 1]
[1671, 3]
[3362, 6]
[809, 1]
[564, 1]
[2389, 4]
[519, 1]
[1128, 2]
[3845, 7]
[1194, 2]
[2865, 5]
[152, 0]
[825, 1]
[4382, 8]
[3840, 7]
[1187, 2]
[4192, 8]
[267, 0]
[4203, 8]
[1551, 3]
[234, 0]
[4200, 8]
[2332, 4]
[3247, 6]
[3527, 7]
[3272, 6]
[2787, 5]
[4396, 8]
[3694, 7]
[816, 1]
[3660, 7]
[509, 1]
[3277, 6]
[251, 0]
[1591, 3]
[1577, 3]
[1075, 2]
[4148, 8]
[2307, 4]
[1821, 3]
[1002, 2]
[2623, 5]
[167, 0]
[1777, 3]
[3508, 7]
[1169, 2]
[2343, 4]
[3125, 6]
[1056, 2]
[4697, 9]
[3400, 6]
[575, 1]
[797, 1]
[1795, 3]
[3211, 6]
[3505, 7]
[2395, 4]
[1304, 2]
[1742, 3]
[725, 1]
[3123, 6]
[4127, 8]
[3771, 7]
[3795, 7]
[1087, 2]
[2059, 4]
[4895, 9]
[2628, 5]
[4090, 8]
[757, 1]
[2134, 4]
[388, 0]
[1510, 3]
[4821, 9]
[1020, 2]
[1055, 2]
[846, 1]
[2113, 4]
[4886, 9]
[4251, 8]
[1034, 2]
[4209, 8]
[4364, 8]
[517, 1]
[3262, 6]
[1546, 3]
[1368, 2]
[3656, 7]
[4503, 9]
[296, 0]
[4523, 9]
[1010, 2]
[1662, 3]
[2282, 4]
[2657, 5]
[3634, 7]
[304, 0]
[4044, 8]
[3730, 7]
[4388, 8]
[1620, 3]
[3534, 7]
[777, 1]
[1753, 3]
[1737, 3]
[1112, 2]
[1615, 3]
[4089, 8]
[1280, 2]
[2724, 5]
[1822, 3]
[39, 0]
[3069, 6]
[2760, 5]
[62, 0]
[125, 0]
[3625, 7]
[3338, 6]
[4329, 8]
[4774, 9]
[2087, 4]
[2715, 5]
[622, 1]
[670, 1]
[1125, 2]
[1376, 2]
[1001, 2]
[53, 0]
[1702, 3]
[2193, 4]
[2742, 5]
[1349, 2]
[2007, 4]
[2108, 4]
[2222, 4]
[4635, 9]
[4828, 9]
[2525, 5]
[1768, 3]
[4625, 9]
[879, 1]
[3779, 7]
[4034, 8]
[3017, 6]
[3377, 6]
[2831, 5]
[2384, 4]
[1079, 2]
[3753, 7]
[2848, 5]
[2551, 5]
[2160, 4]
[1756, 3]
[2139, 4]
[2156, 4]
[2895, 5]
[3014, 6]
[2221, 4]
[195, 0]
[4817, 9]
[2378, 4]
[3041, 6]
[4180, 8]
[2565, 5]
[2567, 5]
[4873, 9]
[2533, 5]
[501, 1]
[1, 0]
[3022, 6]
[2797, 5]
[395, 0]
[2101, 4]
[1142, 2]
[2321, 4]
[1211, 2]
[827, 1]
[4124, 8]
[2256, 4]
[2251, 4]
[2515, 5]
[626, 1]
[186, 0]
[1849, 3]
[3690, 7]
[1132, 2]
[2771, 5]
[123, 0]
[3691, 7]
[3852, 7]
[4160, 8]
[4582, 9]
[2879, 5]
[342, 0]
[3306, 6]
[2245, 4]
[2894, 5]
[793, 1]
[185, 0]
[4865, 9]
[4787, 9]
[4079, 8]
[1850, 3]
[360, 0]
[2680, 5]
[1329, 2]
[4389, 8]
[3307, 6]
[1222, 2]
[3339, 6]
[2786, 5]
[73, 0]
[567, 1]
[1597, 3]
[2247, 4]
[359, 0]
[2867, 5]
[608, 1]
[1632, 3]
[3110, 6]
[1856, 3]
[2619, 5]
[340, 0]
[3135, 6]
[2838, 5]
[576, 1]
[3027, 6]
[1693, 3]
[1748, 3]
[3669, 7]
[370, 0]
[2137, 4]
[1003, 2]
[4285, 8]
[1247, 2]
[2054, 4]
[4574, 9]
[4834, 9]
[1532, 3]
[4356, 8]
[4594, 9]
[3042, 6]
[1022, 2]
[614, 1]
[650, 1]
[4258, 8]
[3053, 6]
[4833, 9]
[2224, 4]
[2147, 4]
[3559, 7]
[713, 1]
[654, 1]
[511, 1]
[3104, 6]
[4881, 9]
[3727, 7]
[1143, 2]
[1504, 3]
[169, 0]
[333, 0]
[682, 1]
[2326, 4]
[3321, 6]
[4897, 9]
[2809, 5]
[2166, 4]
[1320, 2]
[2540, 5]
[4764, 9]
[716, 1]
[1150, 2]
[3887, 7]
[4741, 9]
[1307, 2]
[30, 0]
[1364, 2]
[2129, 4]
[2664, 5]
[3850, 7]
[4289, 8]
[2207, 4]
[2530, 5]
[4804, 9]
[1861, 3]
[2109, 4]
[1805, 3]
[4002, 8]
[3119, 6]
[2851, 5]
[1692, 3]
[291, 0]
[2001, 4]
[3269, 6]
[1619, 3]
[3330, 6]
[831, 1]
[677, 1]
[4743, 9]
[4050, 8]
[563, 1]
[3590, 7]
[4831, 9]
[2821, 5]
[2739, 5]
[2605, 5]
[1708, 3]
[799, 1]
[1646, 3]
[2209, 4]
[1790, 3]
[227, 0]
[3562, 7]
[2572, 5]
[4361, 8]
[4850, 9]
[3049, 6]
[2111, 4]
[2329, 4]
[3553, 7]
[4583, 9]
[1295, 2]
[315, 0]
[3158, 6]
[2609, 5]
[3159, 6]
[1618, 3]
[2295, 4]
[11, 0]
[4717, 9]
[3787, 7]
[2592, 5]
[4716, 9]
[2581, 5]
[2732, 5]
[1081, 2]
[4220, 8]
[4280, 8]
[651, 1]
[3391, 6]
[46, 0]
[4592, 9]
[3748, 7]
[1005, 2]
[4789, 9]
[1221, 2]
[3037, 6]
[3608, 7]
[297, 0]
[2898, 5]
[2779, 5]
[3337, 6]
[2683, 5]
[2057, 4]
[3743, 7]
[1731, 3]
[3279, 6]
[554, 1]
[2257, 4]
[146, 0]
[872, 1]
[218, 0]
[1189, 2]
[1863, 3]
[3870, 7]
[4652, 9]
[133, 0]
[47, 0]
[1246, 2]
[3120, 6]
[1529, 3]
[2822, 5]
[4077, 8]
[1706, 3]
[4776, 9]
[4168, 8]
[2385, 4]
[1814, 3]
[1527, 3]
[2587, 5]
[3291, 6]
[4165, 8]
[3102, 6]
[4107, 8]
[55, 0]
[2512, 5]
[285, 0]
[4695, 9]
[163, 0]
[276, 0]
[2513, 5]
[1870, 3]
[1694, 3]
[3058, 6]
[1508, 3]
[4866, 9]
[1251, 2]
[1315, 2]
[2703, 5]
[4547, 9]
[4069, 8]
[4626, 9]
[1685, 3]
[4542, 9]
[2539, 5]
[2505, 5]
[880, 1]
[889, 1]
[1600, 3]
[2293, 4]
[4010, 8]
[3071, 6]
[1324, 2]
[4655, 9]
[2288, 4]
[4841, 9]
[4281, 8]
[3577, 7]
[3074, 6]
[2232, 4]
[4699, 9]
[648, 1]
[4664, 9]
[1763, 3]
[1896, 3]
[209, 0]
[2392, 4]
[1348, 2]
[697, 1]
[3144, 6]
[1318, 2]
[2310, 4]
[2785, 5]
[1235, 2]
[1063, 2]
[4, 0]
[105, 0]
[35, 0]
[4634, 9]
[2850, 5]
[547, 1]
[4358, 8]
[1624, 3]
[2004, 4]
[830, 1]
[3786, 7]
[711, 1]
[34, 0]
[1030, 2]
[318, 0]
[3394, 6]
[110, 0]
[3646, 7]
[3639, 7]
[3345, 6]
[3736, 7]
[1530, 3]
[1164, 2]
[247, 0]
[4186, 8]
[588, 1]
[1100, 2]
[389, 0]
[769, 1]
[4812, 9]
[1201, 2]
[2398, 4]
[787, 1]
[3749, 7]
[356, 0]
[3077, 6]
[4074, 8]
[224, 0]
[383, 0]
[2361, 4]
[32, 0]
[335, 0]
[4578, 9]
[673, 1]
[1565, 3]
[2738, 5]
[3760, 7]
[3507, 7]
[1393, 2]
[3506, 7]
[2668, 5]
[4733, 9]
[3234, 6]
[2085, 4]
[1139, 2]
[2729, 5]
[3212, 6]
[2338, 4]
[521, 1]
[159, 0]
[3086, 6]
[3800, 7]
[4687, 9]
[1793, 3]
[1215, 2]
[298, 0]
[191, 0]
[1865, 3]
[1741, 3]
[327, 0]
[1113, 2]
[590, 1]
[3163, 6]
[1250, 2]
[4509, 9]
[1214, 2]
[3665, 7]
[1074, 2]
[1828, 3]
[3013, 6]
[61, 0]
[3828, 7]
[36, 0]
[2674, 5]
[3837, 7]
[4657, 9]
[1287, 2]
[3210, 6]
[4551, 9]
[3624, 7]
[1338, 2]
[1582, 3]
[779, 1]
[2640, 5]
[260, 0]
[1750, 3]
[1613, 3]
[3183, 6]
[1736, 3]
[4179, 8]
[4023, 8]
[2725, 5]
[853, 1]
[1370, 2]
[768, 1]
[4617, 9]
[1593, 3]
[1192, 2]
[810, 1]
[683, 1]
[1161, 2]
[2871, 5]
[2704, 5]
[3547, 7]
[2348, 4]
[1290, 2]
[2606, 5]
[367, 0]
[1047, 2]
[326, 0]
[1875, 3]
[2373, 4]
[15, 0]
[3544, 7]
[323, 0]
[3877, 7]
[338, 0]
[307, 0]
[3227, 6]
[1542, 3]
[1129, 2]
[280, 0]
[3266, 6]
[1354, 2]
[3315, 6]
[3813, 7]
[1122, 2]
[4869, 9]
[3191, 6]
[4524, 9]
[3340, 6]
[33, 0]
[205, 0]
[2833, 5]
[1202, 2]
[3248, 6]
[4310, 8]
[3675, 7]
[3132, 6]
[4876, 9]
[3369, 6]
[128, 0]
[3839, 7]
[1845, 3]
[2181, 4]
[1658, 3]
[4004, 8]
[4648, 9]
[586, 1]
[539, 1]
[1701, 3]
[4208, 8]
[1502, 3]
[2507, 5]
[3607, 7]
[13, 0]
[4201, 8]
[3533, 7]
[729, 1]
[3274, 6]
[897, 1]
[4235, 8]
[1578, 3]
[3605, 7]
[3149, 6]
[4059, 8]
[4823, 9]
[3376, 6]
[2761, 5]
[3352, 6]
[375, 0]
[1303, 2]
[3699, 7]
[2381, 4]
[2706, 5]
[3200, 6]
[743, 1]
[1505, 3]
[2252, 4]
[3258, 6]
[2270, 4]
[1220, 2]
[1137, 2]
[2763, 5]
[4593, 9]
[313, 0]
[4602, 9]
[144, 0]
[2096, 4]
[3395, 6]
[739, 1]
[4001, 8]
[1776, 3]
[2033, 4]
[3224, 6]
[4154, 8]
[3199, 6]
[126, 0]
[1337, 2]
[4113, 8]
[1815, 3]
[321, 0]
[551, 1]
[1302, 2]
[1363, 2]
[2093, 4]
[1015, 2]
[1253, 2]
[4737, 9]
[4632, 9]
[4314, 8]
[718, 1]
[4845, 9]
[4502, 9]
[3509, 7]
[837, 1]
[4842, 9]
[1882, 3]
[1665, 3]
[1105, 2]
[3884, 7]
[2243, 4]
[2799, 5]
[2226, 4]
[3208, 6]
[2882, 5]
[727, 1]
[3251, 6]
[2216, 4]
[2324, 4]
[1059, 2]
[1400, 2]
[1667, 3]
[1067, 2]
[785, 1]
[2758, 5]
[1263, 2]
[1636, 3]
[4624, 9]
[2746, 5]
[2658, 5]
[3121, 6]
[3090, 6]
[1642, 3]
[740, 1]
[1149, 2]
[2574, 5]
[1006, 2]
[1281, 2]
[1069, 2]
[3357, 6]
[3532, 7]
[3316, 6]
[4836, 9]
[3661, 7]
[3174, 6]
[2021, 4]
[1314, 2]
[3289, 6]
[4247, 8]
[3881, 7]
[3293, 6]
[2086, 4]
[2002, 4]
[2312, 4]
[1212, 2]
[41, 0]
[3178, 6]
[1352, 2]
[4395, 8]
[741, 1]
[888, 1]
[3560, 7]
[2689, 5]
[4377, 8]
[3543, 7]
[3344, 6]
[516, 1]
[3021, 6]
[4682, 9]
[3874, 7]
[4731, 9]
[4043, 8]
[3739, 7]
[2762, 5]
[4504, 9]
[71, 0]
[2792, 5]
[1809, 3]
[300, 0]
[2080, 4]
[4109, 8]
[2636, 5]
[4166, 8]
[2600, 5]
[3091, 6]
[4528, 9]
[2718, 5]
[2698, 5]
[2677, 5]
[219, 0]
[4683, 9]
[3662, 7]
[4588, 9]
[4522, 9]
[4757, 9]
[2375, 4]
[4619, 9]
[4825, 9]
[4049, 8]
[2150, 4]
[3898, 7]
[1749, 3]
[3283, 6]
[684, 1]
[1245, 2]
[86, 0]
[1573, 3]
[4301, 8]
[1798, 3]
[194, 0]
[4525, 9]
[3182, 6]
[4859, 9]
[1728, 3]
[4622, 9]
[354, 0]
[4888, 9]
[4233, 8]
[1299, 2]
[4047, 8]
[703, 1]
[4639, 9]
[1104, 2]
[2847, 5]
[1853, 3]
[2107, 4]
[2099, 4]
[4380, 8]
[1734, 3]
[1516, 3]
[2671, 5]
[3585, 7]
[4277, 8]
[4177, 8]
[4674, 9]
[2009, 4]
[4190, 8]
[3755, 7]
[676, 1]
[4368, 8]
[204, 0]
[4103, 8]
[3047, 6]
[4744, 9]
[669, 1]
[2191, 4]
[4597, 9]
[2717, 5]
[3536, 7]
[4387, 8]
[201, 0]
[2705, 5]
[3501, 7]
[3366, 6]
[1723, 3]
[3380, 6]
[520, 1]
[3298, 6]
[4182, 8]
[2615, 5]
[114, 0]
[3044, 6]
[3523, 7]
[3015, 6]
[1172, 2]
[3721, 7]
[3072, 6]
[2613, 5]
[641, 1]
[203, 0]
[4874, 9]
[3155, 6]
[3113, 6]
[2051, 4]
[4386, 8]
[1178, 2]
[790, 1]
[3715, 7]
[9, 0]
[2316, 4]
[4355, 8]
[4151, 8]
[236, 0]
[4261, 8]
[258, 0]
[2611, 5]
[2008, 4]
[2751, 5]
[4331, 8]
[4661, 9]
[2175, 4]
[640, 1]
[382, 0]
[3796, 7]
[4394, 8]
[3647, 7]
[655, 1]
[2862, 5]
[782, 1]
[117, 0]
[2024, 4]
[4018, 8]
[3617, 7]
[4680, 9]
[2241, 4]
[4320, 8]
[3246, 6]
[1747, 3]
[1188, 2]
[1799, 3]
[4690, 9]
[3648, 7]
[3750, 7]
[2049, 4]
[3176, 6]
[2284, 4]
[1080, 2]
[2036, 4]
[2610, 5]
[3826, 7]
[4807, 9]
[3858, 7]
[4397, 8]
[579, 1]
[2065, 4]
[1381, 2]
[1231, 2]
[2845, 5]
[97, 0]
[1722, 3]
[103, 0]
[4325, 8]
[707, 1]
[1580, 3]
[2870, 5]
[1553, 3]
[2014, 4]
[4587, 9]
[4005, 8]
[1857, 3]
