[0, 0.08930475376674518]
[127, 0.44855840855140583]
[128, 0.4056400463332577]
[129, -0.1789178228184113]
[130, -0.1006839565847839]
[131, -0.13965780756967805]
[132, 0.011215970348658955]
[133, 0.49867187096184784]
[134, -0.2776401758730488]
[135, 0.4582396555680881]
[136, 0.053979701509141886]
[137, 0.03214826370439039]
[138, 0.47507517275037237]
[139, 0.3148045317451026]
[140, -0.18178213565755763]
[141, -0.04106282451101084]
[142, -0.27847879291243915]
[143, 0.09568403076974785]
[144, -0.48591507192690253]
[145, 0.387279413311001]
[146, 0.02947402751190531]
[147, 0.07703242528747323]
[148, -0.0291818251779713]
[149, 0.20280539586786595]
[150, -0.1343199909883961]
[151, -0.11480882823469485]
[152, -0.4494380746378914]
[153, -0.3929276503974056]
[154, 0.24888270383912836]
[155, -0.38079825490267905]
[156, -0.04294175518456034]
[157, -0.12168868311526704]
[158, -0.3410560767128755]
[159, 0.20966325344501846]
[160, -0.3100524145155229]
[161, -0.3746738523253369]
[162, 0.3408013516475453]
[163, -0.22576388342610332]
[164, 0.06097275929595303]
[165, -0.3707008627699796]
[166, 0.11740246466051996]
[167, -0.04536393696076457]
[168, -0.3930658375377055]
[169, -0.258380690177309]
[170, -0.17479150765252582]
[171, -0.16821372633550347]
[172, 0.23076803273662738]
[173, -0.14983093224397026]
[174, -0.020146956100405622]
[175, -0.31293199323644794]
[176, -0.37180123727549086]
[177, -0.4455777812671434]
[178, 0.3883308888393201]
[179, -0.027969907168642116]
[180, -0.4485087609927565]
[181, 0.31889959263702183]
[182, 0.47296916824205026]
[183, 0.09566437535748218]
[184, -0.4116401705320337]
[185, -0.1586918972481931]
[186, -0.2252639214923675]
[187, 0.48388133305445735]
[188, 0.3663870644547301]
[189, 0.2949977523090379]
[190, -0.20679784874479445]
[191, 0.1289504486582166]
[192, 0.18971236616159737]
[193, 0.24538462493688273]
[194, -0.11803761127568535]
[195, -0.059427926997017266]
[196, -0.1291789634326892]
[197, -0.429364233470374]
[198, -0.019343660485566128]
[199, 0.42884215938420367]
[200, -0.450833102627726]
[201, 0.0074793541148526765]
[202, 0.4722513085111443]
[203, -0.2571905906540065]
[204, 0.18131877476041958]
[205, 0.01635819224734525]
[206, -0.020297985368096794]
[207, 0.3200781732388135]
[208, 0.30940045046643716]
[209, 0.013011472911517274]
[210, 0.1840953766150596]
[211, 0.4260108807499121]
[212, 0.14950270968765866]
[213, -0.025568387420717098]
[214, -0.45207745420489687]
[215, -0.3208993895126989]
[216, 0.11392234775583499]
[217, -0.3625923634367657]
[218, -0.21063903193296396]
[219, -0.24252139960068275]
[220, -0.19101280721784997]
[221, 0.20572109560666652]
[222, 0.03240091293413849]
[223, -0.3358871228372393]
[224, -0.2714002485940097]
[225, 0.06564884032073015]
[226, -0.10320955521078223]
[227, -0.011811556241557719]
[228, -0.41873507341972105]
[229, -0.25867095876685087]
[230, 0.2684516121074231]
[231, -0.059360997890900546]
[232, 0.1757078233005508]
[233, 0.0014497555705589305]
[234, 0.4790814784838867]
[235, 0.2781245247806877]
[236, 0.2836233741019376]
[237, 0.189387594590384]
[238, -0.2210663125243736]
[239, 0.4755334457096454]
[240, -0.30733780099857755]
[241, 0.4110016878879432]
[242, -0.4212967973347068]
[243, -0.43429491995306635]
[244, -0.0702212020452927]
[245, 0.09185291519442662]
[246, 0.4007739757661265]
[247, 0.2960919385564441]
[248, -0.34522060012982136]
[249, -0.35314031271762203]
[250, -0.38053889377198613]
[251, 0.06569906769246325]
[252, -0.4700677298601772]
[253, -0.015638890049907372]
[254, -0.008763751045603119]
[255, 0.30762454497145586]
[256, 0.42887909839893545]
[257, 0.2664586213385717]
[258, 0.4889301136418229]
[259, 0.09669116917432996]
[260, -0.0007063000020762766]
[261, 0.1230234093223127]
[262, 0.22134001417464866]
[263, 0.49697823412085507]
[264, 0.03820255202615752]
[265, -0.22292151156113793]
[266, 0.28785939071578603]
[267, 0.11345683812416052]
[268, 0.476785023665792]
[269, 0.4585876258970051]
[270, 0.12626459420465108]
[271, -0.2146780536385403]
[272, 0.0016933879352366565]
[273, -0.21165112281006027]
[274, -0.4509435441339278]
[275, 0.45456607309717645]
[276, 0.012600374646041912]
[277, -0.21243836391647364]
[278, 0.4190138006933253]
[279, 0.4925092511822785]
[280, 0.4973286635821269]
[281, -0.08650614938048395]
[282, -0.32531907662890913]
[283, -0.16409913570266432]
[284, 0.13176724833258002]
[285, 0.24468733308719437]
[286, 0.24177010219077633]
[287, -0.19405307371412317]
[288, -0.4886436505125652]
[289, 0.19786620733324345]
[290, 0.19653685802860865]
[291, -0.2085135254130165]
[292, -0.34443025719942333]
[293, 0.39296053837983536]
[294, -0.3302771444148721]
[295, 0.011574100147236588]
[296, 0.4774603477294135]
[297, 0.26939786934363674]
[298, 0.39636789029012565]
[299, 0.1651213708088417]
[300, -0.4020915610349721]
[301, 0.19029475837371723]
[302, -0.2777682984670612]
[303, -0.4129932923881684]
[304, 0.07929516181460194]
[305, -0.4053623197659364]
[306, 0.10747892618114341]
[307, -0.22759667410919215]
[308, -0.06477052651959248]
[309, -0.019911394466794352]
[310, -0.07039900180795922]
[311, 0.47444777523572246]
[312, 0.42342959502713007]
[313, 0.2997812734910239]
[314, -0.46189014106053516]
[315, -0.31300554887084986]
[316, -0.21178533136783106]
[317, -0.1556398692188754]
[318, -0.18937833541711646]
[319, -0.32934330830310055]
[320, -0.31359418622090907]
[321, -0.20211746327408753]
[322, -0.4838151327811492]
[323, 0.17916621877336825]
[324, -0.0180412308218052]
[325, 0.4139661807033722]
[326, -0.16555453533812015]
[327, 0.1027043773884928]
[328, 0.3704074811453206]
[329, -0.4019920332110868]
[330, -0.20008211405755072]
[331, -0.43697264109573697]
[332, -0.2878557543025533]
[333, 0.4911255589487956]
[334, -0.4404336312762329]
[335, 0.3749033230832838]
[336, -0.036759005149886725]
[337, 0.17857693370477956]
[338, -0.3377778329436636]
[339, -0.40144598969497836]
[340, -0.2044246635407433]
[341, -0.3534623083208426]
[342, 0.35380157842266335]
[343, 0.10605827338314389]
[344, -0.040162291855784016]
[345, -0.0022058302625828086]
[346, -0.3583690686305525]
[347, 0.14097120851153166]
[348, -0.22835091991162837]
[349, -0.09325678450467101]
[350, 0.3278132827504817]
[351, -0.4406207339206648]
[352, 0.333978333421146]
[353, 0.15806475398722297]
[354, 0.44364733672488366]
[355, -0.32094930836149405]
[356, -0.35227561285510356]
[357, 0.380584785019099]
[358, -0.34996826744614673]
[359, 0.23629637935612313]
[360, -0.39466401344299196]
[361, 0.22212245149341514]
[362, 0.38977283267156926]
[363, -0.019561059944839254]
[364, 0.1563793047606994]
[365, -0.08866003806447531]
[366, 0.11276975475278272]
[367, -0.10323163163818727]
[368, 0.3783769863019817]
[369, 0.0774923781193042]
[370, 0.3517201783949325]
[371, -0.4448797622463012]
[372, 0.39283950486928554]
[373, 0.42027879792588196]
[374, -0.23044606911842425]
[375, -0.44163210287702614]
[376, 0.02164071510645571]
[377, 0.11121991588568803]
[378, -0.19084860780408486]
[379, -0.37638550064041854]
[380, 0.4918945193245243]
[381, -0.07951402848248934]
[382, 0.4041392165428568]
[383, -0.14991940811097626]
[384, -0.10563220725441957]
[385, -0.4651093959476267]
[386, -0.42916893922630006]
[387, 0.3499184291635664]
[388, 0.21500015183242893]
[389, 0.15989164440600523]
[390, -0.3711720236344056]
[391, 0.03346248474323099]
[392, -0.29900276857906016]
[393, 0.480461416305475]
[394, -0.37816931548900645]
[395, -0.2801192273758122]
[396, -0.3821690593696344]
[397, -0.3882961329966935]
[398, 0.1924817368595746]
[399, -0.06351536359567289]
[400, 0.14189597571733603]
[401, 0.021257926689563167]
[402, -0.31242194626849695]
[403, 0.46978104747527727]
[404, -0.47303539497472036]
[405, 0.1356437001797801]
[406, 0.3625642929947862]
[407, -0.17812630390260342]
[408, -0.404163828438855]
[409, -0.34127019252271895]
[410, -0.35403217447820745]
[411, 0.25684355909203693]
[412, 0.2727797424507712]
[413, 0.4436609570906571]
[414, 0.3749820549895747]
[415, -0.4437993619670145]
[416, 0.13122707044771775]
[417, 0.4598932023447696]
[418, 0.17607126223542502]
[419, -0.28079152656641004]
[420, 0.10747030035848293]
[421, -0.22125212388521476]
[422, -0.32868106570255895]
[423, 0.0835378540076066]
[424, 0.4839702234925072]
[425, -0.03907269353560283]
[426, -0.3144540518997595]
[427, 0.12989207453766516]
[428, -0.42240077739982607]
[429, -0.34598581655921967]
[430, -0.15463719612366134]
[431, -0.4067994006857123]
[432, -0.2718938974901338]
[433, -0.2347646946091465]
[434, 0.11221645655669577]
[435, 0.16014851649516404]
[436, 0.36107881079589665]
[437, 0.015117897724626683]
[438, -0.4730459413475071]
[439, -0.41388818746084255]
[440, 0.25691695250592916]
[441, 0.45560271541617225]
[442, -0.21057150953969805]
[443, -0.31973171906020725]
[444, -0.4607750601395286]
[445, -0.4315358317198026]
[446, 0.4653347893963937]
[447, 0.45657911596087764]
[448, -0.2578879114952055]
[449, 0.10211728458777203]
[450, 0.016989950071189752]
[451, 0.10696660794753099]
[452, -0.06300403536067878]
[453, 0.2535715174400881]
[454, -0.2860160492422569]
[455, -0.34065108758301343]
[456, -0.4797911160574283]
[457, 0.32653118675504544]
[458, 0.4298950766511741]
[459, 0.14553719675790278]
[460, -0.17441098370972974]
[461, 0.41240121050337597]
[462, 0.16869153268405712]
[463, 0.32063692731471694]
[464, 0.22534140223665589]
[465, -0.3966050628063831]
[466, 0.4972067733790253]
[467, -0.3218968131732719]
[468, 0.3489841752039812]
[469, 0.38312203904265263]
[470, -0.15884017547718454]
[471, -0.3445323122619951]
[472, -0.013480044907175692]
[473, 0.06784785592251441]
[474, 0.40116221960072374]
[475, 0.15280959510163006]
[476, 0.05919611739107622]
[477, -0.38075170821511806]
[478, 0.31234956384220913]
[479, -0.3164234751707248]
[480, 0.19290994684776808]
[481, 0.15940625438471756]
[482, -0.36669903182580643]
[483, -0.419456741276131]
[484, -0.32773710701499303]
[485, 0.2389344802502098]
[486, 0.4533362698897695]
[487, 0.22708356918297834]
[488, -0.4870130356601666]
[489, -0.08234405059367067]
[490, 0.1761935580370082]
[491, 0.04628438636350718]
[492, -0.2059534619723119]
[493, 0.11577459249326749]
[494, -0.26084022874593227]
[495, -0.3385583429319602]
[496, 0.44485419433701445]
[497, -0.48144982710546114]
[498, 0.36789083879309237]
[499, -0.07166601667922967]
[500, 0.18900132873655218]
[501, -0.38837657412556703]
[502, -0.030062683503345622]
[503, 0.09970580038647925]
[504, 0.29583871074482093]
[505, 0.36331218954204314]
[506, 0.0005299308663799795]
[507, 0.477451344693001]
[508, -0.22267230132090143]
[509, -0.21880673943525497]
[510, 0.3811241363912212]
[511, -0.4056485084240029]
[512, -0.2761237499759859]
[513, -0.345194366651848]
[514, 0.14427240558242538]
[515, 0.37003626353421426]
[516, 0.4354090035166367]
[517, -0.4664878796953674]
[518, 0.14230098743725428]
[519, 0.3972404946052738]
[520, -0.028359559698502457]
[521, 0.40752438764117593]
[522, -0.2914473576731208]
[523, 0.16012077323068363]
[524, -0.18877410314335918]
[525, 0.191617882894634]
[526, -0.34526399081711656]
[527, -0.46773694413298506]
[528, -0.03946793458637621]
[529, -0.26879730810316604]
[530, -0.4945475231359443]
[531, 0.32643483747161517]
[532, 0.13215823232486412]
[533, -0.4588184377575133]
[534, -0.1673550043443386]
[535, 0.26782929558999835]
[536, 0.04858125414314207]
[537, -0.05791943127987165]
[538, 0.2782704102440674]
[539, -0.33852870104055766]
[540, -0.3571492069433513]
[541, -0.48742336942867204]
[542, -0.17800132139210856]
[543, -0.3005420678578641]
[544, 0.1892841669119245]
[545, 0.4859302728437789]
[546, -0.22856067854364337]
[547, 0.20220412590140457]
[548, 0.26071172802805387]
[549, -0.48450181415638605]
[550, 0.46150690639286773]
[551, -0.04653917821880926]
[552, 0.3481080869321457]
[553, 0.2950942023529538]
[554, 0.10764139806366002]
[555, 0.36567734082698644]
[556, 0.3181797963468005]
[557, 0.43200863665777767]
[558, 0.3184390455756557]
[559, 0.4329384150960056]
[560, -0.0877443395980354]
[561, 0.3500354838890648]
[562, -0.21993856380903487]
[563, -0.35073453909647667]
[564, -0.345301252167861]
[565, 0.3483499739561119]
[566, 0.48299665190189744]
[567, 0.28260310828502877]
[568, -0.37911656173404584]
[569, -0.36006828882701103]
[570, 0.1184565797289161]
[571, -0.44861727000831453]
[572, -0.02491364154908149]
[573, -0.31577877938474574]
[574, 0.47176859615203237]
[575, -0.08420627186634855]
[576, -0.20647781079482697]
[577, 0.4225952453705446]
[578, -0.3963921037285276]
[579, 0.15726134953343873]
[580, 0.37863402471519625]
[581, -0.3615849818511002]
[582, 0.1351441804104917]
[583, 0.21129079438313114]
[584, -0.08121989845248545]
[585, 0.46914697917514625]
[586, 0.35852798196520963]
[587, -0.04020917964327608]
[588, -0.09221678007955125]
[589, -0.203180015032551]
[590, 0.07601881700806967]
[591, -0.3304088265047238]
[592, -0.47534852478477096]
[593, -0.3333330948892578]
[594, -0.06501993974725051]
[595, -0.12816986182520707]
[596, -0.21354807643285578]
[597, 0.25323083948752134]
[598, -0.05715762855295192]
[599, -0.3561180904440937]
[600, -0.28246446377208545]
[601, 0.09665021337520896]
[602, 0.06313006768419294]
[603, 0.23767001436696011]
[604, -0.12454868900422156]
[605, -0.3136529612769914]
[606, -0.20621256556418177]
[607, 0.10432861080066524]
[608, -0.3306728890925005]
[609, -0.4310536472993428]
[610, 0.4029872890608994]
[611, 0.4585148692001443]
[612, 0.2688818275112156]
[613, -0.2698783102094676]
[614, 0.07242494623642837]
[615, 0.24039072375533022]
[616, 0.28268143369136667]
[617, -0.33561380200530555]
[618, -0.023701108583515484]
[619, 0.1663433764574923]
[620, 0.17160751876268898]
[621, 0.25390513018581806]
[622, 0.02329758416955041]
[623, -0.23701410333186124]
[624, 0.0003698735717558854]
[625, 0.43075108502950765]
[626, -0.19124811713099366]
[627, -0.11236321729078202]
[628, 0.4274252288607513]
[629, 0.0912846248685103]
[630, 0.14521295424224945]
[631, -0.020855246390569904]
[632, 0.023393226828901992]
[633, -0.21881178358978848]
[634, 0.12110185692416009]
[635, 0.11514879220572327]
[636, 0.061414228690483075]
[637, 0.1467663699454126]
[638, -0.25949084337380435]
[639, -0.33044651400996317]
[640, -0.2076532847430559]
[641, 0.2956794359513186]
[642, 0.3705947286926927]
[643, 0.10155363764373637]
[644, -0.29911428210798274]
[645, -0.3794472110474968]
[646, 0.06276378068881572]
[647, -0.0025186593141851565]
[648, -0.41808847335904575]
[649, 0.040337057884186844]
[650, -0.16346865440196257]
[651, 0.3469070775674451]
[652, 0.3896688901340618]
[653, -0.3870445521341497]
[654, -0.2584193460715464]
[655, -0.3861327503653823]
[656, -0.2416465837508781]
[657, 0.26377847700127544]
[658, -0.3894597385334213]
[659, 0.33615338214705326]
[660, -0.10344110941690055]
[661, -0.27581073826682134]
[662, 0.44736161266023255]
[663, 0.06495486750200119]
[664, -0.49570796302108744]
[665, 0.030537260134146815]
[666, 0.3672176111925948]
[667, 0.25340070095466516]
[668, 0.1949614257588722]
[669, 0.3642403159466804]
[670, 0.06073331447383845]
[671, -0.09180145825933128]
[672, 0.42513971886236446]
[673, 0.031190815876898648]
[674, -0.4843208875843622]
[675, 0.3234794096172695]
[676, -0.15911370619175835]
[677, 0.164463990419082]
[678, -0.15787926073502423]
[679, -0.24180928092892773]
[680, -0.42798190401808367]
[681, 0.44055697455060583]
[682, -0.18983693993639783]
[683, 0.23867733907680755]
[684, -0.3633820242379121]
[685, 0.2787988668483786]
[686, -0.24070475366877875]
[687, -0.43025776712016695]
[688, 0.26463098590711265]
[689, -0.29341796317702995]
[690, -0.053217710690745434]
[691, 0.1271600244355321]
[692, -0.020901451761991874]
[693, -0.41681472325905755]
[694, -0.3438435302819174]
[695, 0.08826292283773085]
[696, -0.3598315307358676]
[697, -0.23629778004610835]
[698, 0.18514089773878595]
[699, -0.034094924194099874]
[700, 0.19059640802486255]
[701, -0.3681038514299434]
[702, 0.30451603260298576]
[703, -0.4905714409992239]
[704, 0.3006375914698626]
[705, -0.12428108473665855]
[706, 0.2626333983521093]
[707, 0.14646684543514976]
[708, -0.12157371850003706]
[709, 0.017491876383994298]
[710, -0.16164288819325456]
[711, -0.30644663875152944]
[712, -0.1914590148280989]
[713, -0.26817287414920854]
[714, 0.4284704662624087]
[715, 0.3476897358828206]
[716, 0.02799637785593556]
[717, -0.33428128738476637]
[718, 0.24716017029451764]
[719, 0.3253257371633097]
[720, -0.0170836077349088]
[721, -0.4968575069557467]
[722, -0.20491963996116525]
[723, -0.29318624183302466]
[724, 0.029056153621095038]
[725, -0.08206719897789982]
[726, -0.19649678401099369]
[727, 0.19179940522526995]
[728, -0.09065627175400937]
[729, -0.17856306736491445]
[730, 0.37524832384867135]
[731, -0.04791502742361531]
[732, -0.05291046172186631]
[733, -0.20654964571571433]
[734, 0.3138133371481657]
[735, 0.0312301479072431]
[736, -0.09187399622576364]
[737, -0.12865902423091458]
[738, 0.4116578699778005]
[739, -0.07104658777775652]
[740, -0.19912703234379814]
[741, 0.3828024449068772]
[742, -0.10911117328067788]
[743, -0.2914314132314849]
[744, -0.4527324062733924]
[745, 0.3411991623588796]
[746, 0.42530127336882095]
[747, 0.22102692616586883]
[748, 0.24096163879162813]
[749, -0.38245998362542444]
[750, 0.23535186469845726]
[751, 0.36412295162529174]
[752, 0.10775498650698523]
[753, 0.4512080171938142]
[754, 0.3778206048778482]
[755, 0.4196968848942354]
[756, 0.49661378031601355]
[757, -0.06567477270159039]
[758, -0.4556529392522085]
[759, -0.45110917773553694]
[760, 0.48115196681505723]
[761, -0.47957068167752936]
[762, 0.3787405718728807]
[763, 0.10907210859946948]
[764, 0.11628533421447174]
[765, -0.36797029113941027]
[766, 0.07634226814191614]
[767, 0.3619833935708504]
[768, 0.3465801452751669]
[769, -0.04683775565288539]
[770, 0.3306750480086783]
[771, -0.08260117640898224]
[772, 0.13299796595292823]
[773, 0.4579536428475842]
[774, 0.039592780054711785]
[775, -0.23398023927039913]
[776, 0.27867941390825246]
[777, 0.44377750657964155]
[778, 0.4549325070036634]
[779, 0.21755598871432846]
[780, 0.37707933305143215]
[781, 0.4930892634923383]
[782, -0.08881543363097566]
[783, -0.18856315975515614]
